Weight,Word_1,Part_1,Word_2,Part_2
2246,Nähe,Substantiv,Окрестности,существительное
2240,geschickt,Verb,Отправил,глагол
2238,liebt,Verb,Любит,глагол
2236,Tisch,Substantiv,Стол,существительное
2234,Mehr,Adverb,Больше,наречие
2233,Ziel,Substantiv,Цель,существительное
2233,Raum,Substantiv,Пространство,существительное
2231,jedem,Pronomen,Каждому,местоимение
2229,fliegen,Verb,Летать,глагол
2225,Wohnung,Substantiv,Квартира,существительное
2223,Dafür,Adverb,Для этого,наречие
2222,lernen,Verb,Учить,глагол
2218,erfahren,Verb,Опыт,глагол
2216,dumm,Adjektiv,Тупой,прилагательное
2213,by,Präposition,К,предлог
2207,eher,Adverb,Скорее,наречие
2201,vorsichtig,Adjektiv,Осторожный,прилагательное
2198,herum,Adverb,Вокруг,наречие
2195,Klappe,Substantiv,Клапан,существительное
2194,schicken,Verb,Отправлять,глагол
2194,Laden,Substantiv,Магазин,существительное
2185,aufs,Präposition,На,предлог
2184,Wird,Verb,Станется,глагол
2184,Warten,Verb,Ждать,глагол
2184,großer,Adjektiv,Большой,прилагательное
2182,Charlie,Eigenname,Чарли,имя собственное
2180,arbeitet,Verb,Работает,глагол
2170,Euer,Possessivpronomen,Ваш,притяжательное местоимение
2165,Worte,Substantiv,Слова,существительное
2165,richtige,Adjektiv,Правильный,прилагательное
2164,Flugzeug,Substantiv,Самолёт,существительное
2159,Firma,Substantiv,Компания,существительное
2159,bezahlen,Verb,Платить,глагол
2158,Einer,Pronomen,Один,числительное
2154,Glaubst,Verb,Верить,глагол
2153,falls,Subjunktion,Если,подчинительный союз
2145,schreiben,Verb,Писать,глагол
2141,tat,Verb,Делал,глагол
2140,Darum,Adverb,Потому что,наречие
2137,starb,Verb,Умер,глагол
2136,Schluss,Substantiv,Окончание,существительное
2132,Fenster,Substantiv,Окно,существительное
2130,liegen,Verb,Класть,глагол
2126,wär's,Partikel,Вот и всё,частица
2125,Verzeihung,Substantiv,Прощение,существительное
2125,niemanden,Pronomen,Никого,местоимение
2125,neues,Adjektiv,Новый,прилагательное
2122,Weiß,Adjektiv,Белый,прилагательное
2121,benutzt,Verb,Использовал,глагол
2119,nen,Verb,Нэн,глагол
2119,jedes,Pronomen,Каждый,местоимение
2118,schätze,Verb,Оценивать,глагол
2118,Finger,Substantiv,Палец,существительное
2117,wert,Substantiv,Ценность,существительное
2109,rüber,Adverb,Туда,наречие
2109,halte,Verb,Держать,глагол
2106,Falls,Subjunktion,Если,подчинительный союз
2105,besonders,Adverb,Особенно,наречие
2103,Daddy,Substantiv,Папочка,существительное
2097,Witz,Substantiv,Шутка,существительное
2097,nachdem,Subjunktion,После,подчинительный союз
2095,nimmt,Verb,Берёт,глагол
2095,Kontrolle,Substantiv,Контроль,существительное
2095,großartig,Adjektiv,Великолепный,прилагательное
2089,Herzen,Substantiv,Сердца,существительное
2088,gutes,Adjektiv,Хороший,прилагательное
2086,gewonnen,Verb,Выиграл,глагол
2081,the,Artikel,Этот,артикль
2081,Bier,Substantiv,Пиво,существительное
2080,kamen,Verb,Пришли,глагол
2079,Drei,Numeral,Три,числительное
2077,stolz,Adjektiv,Гордый,прилагательное
2070,Egal,Adverb,Независимо от того,наречие
2066,komisch,Adjektiv,Забавный,прилагательное
2062,bitten,Verb,Просить,глагол
2061,Ihrer,Possessivpronomen,Ваш,притяжательное местоимение
2060,Randy,Eigenname,Рэнди,имя собственное
2055,plötzlich,Adverb,Внезапно,наречие
2055,Joe,Eigenname,Джо,имя собственное
2052,Bring,Verb,Приносить,глагол
2051,Informationen,Substantiv,Информация,существительное
2049,bring,Verb,Приносить,глагол
2041,neu,Adjektiv,Новый,прилагательное
2041,glaubt,Verb,Верит,глагол
2040,Seid,Verb,Являетесь,глагол
2040,hörte,Verb,Слышал,глагол
2036,Rum,Substantiv,Ром,существительное
2033,Lage,Substantiv,Позиция,существительное
2032,sowieso,Adverb,В любом случае,наречие
2032,bekommt,Verb,Получает,глагол
2030,Ruf,Substantiv,Вызов,существительное
2030,dagegen,Adverb,Против этого,наречие
2029,Richtung,Substantiv,Направление,существительное
2029,nötig,Adjektiv,Необходимый,прилагательное
2024,Johnny,Eigenname,Джонни,имя собственное
2023,Minute,Substantiv,Минута,существительное
2016,lesen,Verb,Читать,глагол
2015,behalten,Verb,Держать,глагол
2012,selber,Adverb,Сам,наречие
2011,verkaufen,Verb,Продавать,глагол
2004,geschrieben,Verb,Написано,глагол
2002,Ihrer,Possessivpronomen,Ваш,притяжательное местоимение
2002,Entscheidung,Substantiv,Решение,существительное
2001,unterwegs,Adverb,В пути,наречие
1998,Insel,Substantiv,Остров,существительное
1989,Hotel,Substantiv,Отель,существительное
1984,Harry,Eigenname,Гарри,имя собственное
1982,voller,Adjektiv,Полный,прилагательное
1973,Bob,Eigenname,Боб,имя собственное
1972,frage,Verb,Спрашивать,глагол
1971,Monat,Substantiv,Месяц,существительное
1968,rufe,Verb,Кричать,глагол
1958,verdient,Verb,Заработано,глагол
1958,Rachel,Eigenname,Рэйчел,имя собственное
1958,gearbeitet,Verb,Работал,глагол
1956,James,Eigenname,Джеймс,имя собственное
1955,wenigstens,Adverb,По меньшей мере,наречие
1954,wünschte,Verb,Желал,глагол
1954,tu,Verb,Делать,глагол
1953,schöne,Adjektiv,Красивый,прилагательное
1949,Selbst,Pronomen,Сам,местоимение
1946,Seele,Substantiv,Душа,существительное
1943,stand,Verb,Стоял,глагол
1942,Geist,Substantiv,Дух,существительное
1942,Gefahr,Substantiv,Опасность,существительное
1939,Gefallen,Verb,Падший,глагол
1937,unmöglich,Adjektiv,Невозможный,прилагательное
1934,gelesen,Verb,Прочитал,глагол
1933,glaub,Verb,Полагать,глагол
1929,Wegen,Präposition,Из-за,предлог
1929,bezahlt,Verb,Оплаченный,глагол
1927,Schicksal,Substantiv,Судьба,существительное
1924,verstehst,Verb,Понимаешь,глагол
1922,leider,Adverb,К сожалению,наречие
1920,Monaten,Substantiv,Месяцы,существительное
1918,Weile,Substantiv,Пока,существительное
1917,verheiratet,Adjektiv,Женатый,прилагательное
1917,mussten,Verb,Пришлось,глагол
1917,Agent,Substantiv,Агент,существительное
1913,rufen,Verb,Звать,глагол
1912,jemandem,Pronomen,Кому-то,местоимение
1910,gib,Verb,Давать,глагол
1908,Beispiel,Substantiv,Пример,существительное
1905,kalt,Adjektiv,Холодный,прилагательное
1904,sitzt,Verb,Сидит,глагол
1900,Anruf,Substantiv,Вызов,существительное
1898,Sekunde,Substantiv,Секунда,существительное
1898,schneller,Adverb,Быстрее,наречие
1896,hey,Interjektion,Привет,междометие
1894,verdammte,Adjektiv,Проклятый,прилагательное
1891,Peter,Eigenname,Питер,имя собственное
1891,euer,Possessivpronomen,Твой,притяжательное местоимение
1890,hole,Verb,Принести,глагол
1889,Sarah,Eigenname,Сара,имя собственное
1889,Denkst,Verb,Думаешь,глагол
1889,Bauer,Substantiv,Фермер,существительное
1888,Karte,Substantiv,Карта,существительное
1887,aller,Artikel,Все,артикль
1882,du's,Pronomen,Ты,местоимение
1881,Befehl,Substantiv,Команда,существительное
1880,darfst,Verb,Можешь,глагол
1877,bekannt,Adjektiv,Известный,прилагательное
1876,Opfer,Substantiv,Жертва,существительное
1873,unglaublich,Adjektiv,Невероятный,прилагательное
1873,steckt,Verb,Застрял,глагол
1873,Ernst,Substantiv,Серьезный,прилагательное
1870,unbedingt,Adverb,Абсолютно,наречие
1869,Wen,Interrogativpronomen,Кого,вопросительное местоимение
1867,Zug,Substantiv,Поезд,существительное
1867,perfekt,Adjektiv,Идеальный,прилагательное
1865,witzig,Adjektiv,Забавный,прилагательное
1863,Amerika,Eigenname,Америка,имя собственное
1862,Keiner,Pronomen,Никто,местоимение
1861,Kamera,Substantiv,Камера,существительное
1861,führt,Verb,Ведёт,глагол
1860,passt,Verb,Подходит,глагол
1859,schlagen,Verb,Ударять,глагол
1858,kriegt,Verb,Получает,глагол
1857,Glauben,Substantiv,Вера,существительное
1854,sieh,Verb,Видишь,глагол
1849,Homer,Eigenname,Гомер,имя собственное
1847,nennt,Verb,Называет,глагол
1846,bin's,Pronomen,Это я,местоимение
1843,Gefühle,Substantiv,Чувства,существительное
1842,ständig,Adverb,Постоянно,наречие
1841,verändert,Verb,Измененный,глагол
1835,tolle,Adjektiv,Великолепный,прилагательное
1835,Gottes,Possessivpronomen,Божий,притяжательное местоимение
1829,heiß,Adjektiv,Горячий,прилагательное
1828,Partner,Substantiv,Партнер,существительное
1827,Mörder,Substantiv,Убийца,существительное
1827,folgen,Verb,Следовать,глагол
1826,Mich,Pronomen,Меня,местоимение
1824,Computer,Substantiv,Компьютер,существительное
1822,dahin,Adverb,Туда,наречие
1821,ansehen,Verb,Смотреть,глагол
1820,Außerdem,Adverb,Кроме того,наречие
1819,Wovon,Interrogativpronomen,Из чего,вопросительное местоимение
1818,nimm,Verb,Бери,глагол
1818,klein,Adjektiv,Маленький,прилагательное
1813,zerstört,Verb,Уничтожен,глагол
1812,suche,Verb,Ищу,глагол
1811,I,Pronomen,Я,местоимение
1810,nämlich,Adverb,А именно,наречие
1804,Versuch,Substantiv,Попытка,существительное
1802,schlimmer,Adverb,Худший,наречие
1799,Sheriff,Substantiv,Шериф,существительное
1798,Unfall,Substantiv,Авария,существительное
1797,müsste,Verb,Придется,глагол
1795,entschuldigen,Verb,Извиняться,глагол
1794,Vorsicht,Substantiv,Осторожность,существительное
1794,Nase,Substantiv,Нос,существительное
1791,sowas,Pronomen,Такое,местоимение
1791,schießen,Verb,Стрелять,глагол
1789,alter,Adjektiv,Старый,прилагательное
1788,Geburtstag,Substantiv,День рождения,существительное
1786,beschützen,Verb,Защищать,глагол
1784,Zurück,Adverb,Назад,наречие
1784,müde,Adjektiv,Усталый,прилагательное
1779,Beziehung,Substantiv,Отношение,существительное
1778,gestohlen,Verb,Украденный,глагол
1770,stirbt,Verb,Умирает,глагол
1770,Geheimnis,Substantiv,Секрет,существительное
1768,süß,Adjektiv,Сладкий,прилагательное
1766,offen,Adjektiv,Открытый,прилагательное
1766,Ihrem,Possessivpronomen,Твой,притяжательное местоимение
1766,Geschenk,Substantiv,Подарок,существительное
1765,Punkt,Substantiv,Точка,существительное
1763,Über,Präposition,Над,предлог
1761,hilft,Verb,Помогает,глагол
1761,Dame,Substantiv,Леди,существительное
1760,bewegen,Verb,Двигаться,глагол
1758,solange,Subjunktion,Пока,подчинительный союз
1756,sauer,Adjektiv,Кислый,прилагательное
1755,Tasche,Substantiv,Сумка,существительное
1754,Schritt,Substantiv,Шаг,существительное
1753,Claire,Eigenname,Клэр,имя собственное
1751,Sie's,Pronomen,Это она,местоимение
1746,Setz,Verb,Сажать,глагол
1744,Arm,Substantiv,Рука,существительное
1743,meinte,Verb,Сказал,глагол
1742,müsst,Verb,Должны,глагол
1741,erwischt,Verb,Пойманный,глагол
1740,gehabt,Verb,Имел,глагол
1739,Bart,Substantiv,Борода,существительное
1738,vertrauen,Verb,Доверять,глагол
1738,erreichen,Verb,Достичь,глагол
1736,wär,Verb,Было бы,глагол
1736,Alex,Eigenname,Алекс,имя собственное
1730,Gebäude,Substantiv,Здание,существительное
1728,Ähm,Interjektion,Хм,междометие
1709,versprochen,Verb,Обещал,глагол
1709,O,Interjektion,О,междометие
1707,fort,Adverb,Продолжение,наречие
1700,erledigt,Verb,Завершенный,глагол
1699,Armee,Substantiv,Армия,существительное
1698,nahm,Verb,Взял,глагол
1698,näher,Adverb,Ближе,наречие
1697,weitere,Adjektiv,Более,наречие
1696,Will,Substantiv,Воля,существительное
1696,Rücken,Substantiv,Спина,существительное
1696,Chef,Substantiv,Босс,существительное
1694,Paul,Eigenname,Пол,имя собственное
1693,Regierung,Substantiv,Правительство,существительное
1691,Preis,Substantiv,Цена,существительное
1687,Hm,Interjektion,Хм,междометие
1686,Wunder,Substantiv,Чудо,существительное
1685,Verbindung,Substantiv,Связь,существительное
1685,Bescheid,Substantiv,Уведомление,существительное
1684,Boot,Substantiv,Лодка,существительное
1680,lst,Verb,Первый,глагол
1678,Dan,Eigenname,Дэн,имя собственное
1677,Situation,Substantiv,Ситуация,существительное
1677,normal,Adjektiv,Нормальный,прилагательное
1672,erledigen,Verb,Завершать,глагол
1670,mußt,Verb,Должен,глагол
1669,Ehre,Substantiv,Честь,существительное
1667,Planeten,Substantiv,Планеты,существительное
1667,fürs,Präposition,Для,предлог
1667,darin,Adverb,В этом,наречие
1660,kriegst,Verb,Получишь,глагол
1660,ich's,Pronomen,Я... это,местоимение
1660,drehen,Verb,Поворачивать,глагол
1659,Denk,Verb,Думать,глагол
1658,Prinzessin,Substantiv,Принцесса,существительное
1658,Ben,Eigenname,Бен,имя собственное
1656,Drogen,Substantiv,Наркотики,существительное
1654,Reise,Substantiv,Путешествие,существительное
1654,Mord,Substantiv,Убийство,существительное
1653,Ob,Subjunktion,Ли,подчинительный союз
1652,Toll,Adjektiv,Великолепный,прилагательное
1652,schwöre,Verb,Клянусь,глагол
1650,Zeiten,Substantiv,Времена,существительное
1650,Schlampe,Substantiv,Шлюха,существительное
1650,Regeln,Substantiv,Правила,существительное
1649,aussehen,Verb,Выглядеть,глагол
1647,Rede,Substantiv,Речь,существительное
1643,verliebt,Verb,Влюбленный,глагол
1642,Position,Substantiv,Позиция,существительное
1641,redet,Verb,Говорит,глагол
1639,Scheisse,Substantiv,Дерьмо,существительное
1637,Möglichkeit,Substantiv,Возможность,существительное
1634,Sonne,Substantiv,Солнце,существительное
1631,hol,Verb,Принести,глагол
1623,letzter,Adjektiv,Последний,прилагательное
1622,Kontakt,Substantiv,Контакт,существительное
1622,and,Konjunktion,И,союз
1617,Könnte,Verb,Мог бы,глагол
1616,Damen,Substantiv,Дамы,существительное
1614,deswegen,Adverb,Из-за этого,наречие
1609,ähm,Interjektion,Хм,междометие
1608,gekauft,Verb,Купил,глагол
1607,Schwert,Substantiv,Меч,существительное
1606,Hunger,Substantiv,Голод,существительное
1605,Frieden,Substantiv,Мир,существительное
1604,CTU,Eigenname,ЧТУ,имя собственное
1601,Tony,Eigenname,Тони,имя собственное
1597,persönlich,Adjektiv,Личный,прилагательное
1597,Blick,Substantiv,Взгляд,существительное
1596,Einzige,Artikel,Единственный,артикль
1593,Nachrichten,Substantiv,Новости,существительное
1591,Maul,Substantiv,Рот,существительное
1590,verraten,Verb,Предать,глагол
1589,Hoffnung,Substantiv,Надежда,существительное
1587,geboren,Verb,Родился,глагол
1586,Untertitel,Substantiv,Субтитры,существительное
1584,kaputt,Adjektiv,Сломанный,прилагательное
1583,Soldaten,Substantiv,Солдаты,существительное
1583,eigene,Adjektiv,Собственный,прилагательное
1579,ans,Präposition,От,предлог
1578,übrig,Adverb,Осталось,наречие
1577,Muss,Verb,Должен,глагол
1576,hältst,Verb,Держишь,глагол
1575,aufhalten,Verb,Останавливаться,глагол
1574,Zeichen,Substantiv,Знак,существительное
1573,Sofort,Adverb,Немедленно,наречие
1572,dauert,Verb,Длится,глагол
1571,versteckt,Verb,Скрытый,глагол
1571,tatsächlich,Adverb,На самом деле,наречие
1571,Schwein,Substantiv,Свинья,существительное
1571,Band,Substantiv,Группа,существительное
1568,Laß,Verb,Позволять,глагол
1566,Haare,Substantiv,Волосы,существительное
1565,wütend,Adjektiv,Злой,прилагательное
1564,Hochzeit,Substantiv,Свадьба,существительное
1563,Lhr,Titel,Сэр,титул
1562,schrecklich,Adjektiv,Ужасный,прилагательное
1562,fühlt,Verb,Чувствует,глагол
1561,Energie,Substantiv,Энергия,существительное
1561,Chloe,Eigenname,Хлоя,имя собственное
1560,traurig,Adjektiv,Грустный,прилагательное
1560,sauber,Adjektiv,Чистый,прилагательное
1560,Leiche,Substantiv,Труп,существительное
1558,links,Adjektiv,Левый,прилагательное
1558,Kleine,Adjektiv,Маленький,прилагательное
1557,super,Adjektiv,Супер,прилагательное
1553,Bord,Substantiv,Доска,существительное
1552,möchten,Verb,Хотеть,глагол
1552,Erst,Adverb,Первый,наречие
1551,magst,Verb,Нравится,глагол
1551,fangen,Verb,Ловить,глагол
1550,gesucht,Verb,В розыске,глагол
1549,beschäftigt,Verb,Занятый,глагол
1548,wisst,Verb,Знаете,глагол
1547,weisst,Verb,Знаешь,глагол
1547,Wartet,Verb,Ждёт,глагол
1546,erwarten,Verb,Ожидать,глагол
1545,verschwunden,Verb,Исчезнувший,глагол
1544,Joey,Eigenname,Джоуи,имя собственное
1541,Professor,Substantiv,Профессор,существительное
1539,Buffy,Eigenname,Баффи,имя собственное
1537,sobald,Subjunktion,Как только,подчинительный союз
1537,Billy,Eigenname,Билли,имя собственное
1535,geredet,Verb,Говорил,глагол
1535,Brief,Substantiv,Письмо,существительное
1535,acht,Numeral,Восемь,числительное
1534,Lauf,Substantiv,Бег,существительное
1533,Robin,Eigenname,Робин,имя собственное
1532,zeigt,Verb,Показывает,глагол
1531,Show,Substantiv,Шоу,существительное
1531,hübsch,Adjektiv,Симпатичный,прилагательное
1529,sucht,Verb,Ищет,глагол
1528,Ross,Eigenname,Лошадь,имя собственное
1527,verkauft,Verb,Продал,глагол
1527,sagtest,Verb,Сказал,глагол
1526,namens,Präposition,Названный,предлог
1524,Fernsehen,Substantiv,Телевидение,существительное
1523,wohin,Interrogativpronomen,Куда,вопросительное местоимение
1520,Hol,Verb,Принести,глагол
1516,ließ,Verb,Позволил,глагол
1516,heiß,Adjektiv,Горячий,прилагательное
1516,fährt,Verb,Ездит,глагол
1515,tanzen,Verb,Танцевать,глагол
1512,nervös,Adjektiv,Нервный,прилагательное
1511,findest,Verb,Находишь,глагол
1509,gegessen,Verb,Съеденный,глагол
1509,fehlt,Verb,Отсутствует,глагол
1508,Vergangenheit,Substantiv,Прошлое,существительное
1506,miteinander,Adverb,Двух вместе,наречие
1506,deines,Possessivpronomen,Твой,притяжательное местоимение
1504,neben,Präposition,Рядом с,предлог
1504,Handy,Substantiv,Мобильный телефон,существительное
1503,anderer,Adjektiv,Другой,прилагательное
1502,tief,Adjektiv,Глубокий,прилагательное
1501,ran,Verb,Побежал,глагол
1498,Runter,Adverb,Вниз,наречие
1498,Aufgabe,Substantiv,Задача,существительное
1496,The,Artikel,Этот,артикль
1493,richtigen,Adjektiv,Правильный,прилагательное
1493,Foto,Substantiv,Фото,существительное
1491,schau,Verb,Смотреть,глагол
1487,verdammten,Adjektiv,Проклятый,прилагательное
1487,Tee,Substantiv,Чай,существительное
1485,sieben,Numeral,Семь,числительное
1484,Fuß,Substantiv,Ступня,существительное
1482,geschlafen,Verb,Спал,глагол
1482,brauch,Verb,Нужно,глагол
1479,of,Präposition,Из,предлог
1478,Kindern,Substantiv,Дети,существительное
1478,Beine,Substantiv,Ноги,существительное
1476,ewig,Adverb,Навсегда,наречие
1475,lhrem,Possessivpronomen,Твой,притяжательное местоимение
1474,absolut,Adverb,Абсолютно,наречие
1470,hm,Interjektion,Хм,междометие
1469,schlechte,Adjektiv,Плохой,прилагательное
1468,Unsinn,Substantiv,Ерунда,существительное
1468,ruf,Substantiv,Вызов,существительное
1466,Treffen,Verb,Встретиться,глагол
1463,irgendetwas,Pronomen,Что-либо,местоимение
1462,hörst,Verb,Слышишь,глагол
1462,Bombe,Substantiv,Бомба,существительное
1456,bekam,Verb,Получил,глагол
1455,Herrn,Substantiv,Господин,существительное
1455,Halten,Verb,Держать,глагол
1453,gelassen,Verb,Спокойный,глагол
1451,Tante,Substantiv,Тетя,существительное
1451,angefangen,Verb,Началось,глагол
1450,Hals,Substantiv,Шея,существительное
1448,vorne,Adverb,Спереди,наречие
1448,Bullen,Substantiv,Быки,существительное
1448,Bank,Substantiv,Банк,существительное
1444,Weise,Substantiv,Способ,существительное
1443,verantwortlich,Adjektiv,Ответственный,прилагательное
1443,Paris,Eigenname,Париж,имя собственное
1442,öffnen,Verb,Открыть,глагол
1440,schwierig,Adjektiv,Трудный,прилагательное
1439,seh,Verb,Вижу,глагол
1439,bleibe,Verb,Остаюсь,глагол
1438,rechts,Adjektiv,Правый,прилагательное
1438,Operation,Substantiv,Операция,существительное
1436,Sollen,Verb,Должен,глагол
1435,Anwalt,Substantiv,Адвокат,существительное
1433,verspreche,Verb,Обещаю,глагол
1432,bleibst,Verb,Остаёшься,глагол
1431,a,Konjunktion,И,союз
1430,Glückwunsch,Substantiv,Поздравления,существительное
1428,entscheiden,Verb,Решать,глагол
1426,entfernt,Adjektiv,Удаленный,прилагательное
1425,brachte,Verb,Принес,глагол
1424,zerstören,Verb,Разрушать,глагол
1423,Wahrscheinlich,Adverb,Вероятно,наречие
1423,Lied,Substantiv,Песня,существительное
1423,gespielt,Verb,Играл,глагол
1423,aussieht,Verb,Выглядит,глагол
1422,Tun,Substantiv,Делать,существительное
1422,Lust,Substantiv,Желание,существительное
1421,Vaters,Substantiv,Отец,существительное
1421,Uh,Interjektion,Эм-м-м,междометие
1421,Meinst,Verb,Имею в виду,глагол
1420,Bilder,Substantiv,Картинки,существительное
1419,uh,Interjektion,Эм-м-м,междометие
1419,kriege,Verb,Получать,глагол
1418,Feind,Substantiv,Враг,существительное
1416,Händen,Substantiv,Руки,существительное
1415,jung,Adjektiv,Молодой,прилагательное
1414,Ball,Substantiv,Мяч,существительное
1412,stecken,Verb,Помещать,глагол
1412,Sobald,Subjunktion,Как только,подчинительный союз
1412,Reden,Substantiv,Разговоры,существительное
1411,geholfen,Verb,Помог,глагол
1410,gleichen,Verb,Быть таким же,глагол
1410,gehören,Verb,Принадлежать,глагол
1409,wach,Adjektiv,Бодрствующий,прилагательное
1409,genannt,Verb,Называется,глагол
1408,zahlen,Verb,Платить,глагол
1408,nahe,Adverb,Окрестности,наречие
1407,Aufnahme,Substantiv,Запись,существительное
1405,Achtung,Substantiv,Внимание,существительное
1403,gleiche,Adjektiv,Такой же,прилагательное
1400,Viele,Pronomen,Много,местоимение
1400,Lee,Eigenname,Ли,имя собственное
1400,Eddie,Eigenname,Эдди,имя собственное
1399,you,Pronomen,Ты,местоимение
1398,Mission,Substantiv,Миссия,существительное
1396,bekomme,Verb,Получать,глагол
1395,laut,Adjektiv,Громкий,прилагательное
1393,Schmerz,Substantiv,Боль,существительное
1392,A,Buchstabe,А,буква
1391,Ehrlich,Adjektiv,Честный,прилагательное
1389,Schlag,Substantiv,Удар,существительное
1389,Lisa,Eigenname,Лиза,имя собственное
1389,Jawohl,Partikel,"Да, действительно",частица
1389,Fleisch,Substantiv,Мясо,существительное
1388,legen,Verb,Класть,глагол
1387,möchtest,Verb,Хотел бы,глагол
1384,Verstehst,Verb,Понимаешь,глагол
1383,Wozu,Interrogativpronomen,По какой причине,вопросительное местоимение
1382,Weihnachten,Substantiv,Рождество,существительное
1382,Erinnerst,Verb,Помнишь,глагол
1380,Zieh,Verb,Тянуть,глагол
1380,Schwierigkeiten,Substantiv,Трудности,существительное
1379,Park,Substantiv,Парк,существительное
1379,Durch,Präposition,Через,предлог
1379,Bleiben,Verb,Оставаться,глагол
1377,wussten,Verb,Знали,глагол
1377,meint,Verb,Имеет в виду,глагол
1374,Gesellschaft,Substantiv,Компания,существительное
1372,Vince,Eigenname,Винс,имя собственное
1371,gebeten,Verb,Просил,глагол
1369,erhalten,Verb,Получать,глагол
1368,bedeuten,Verb,Значить,глагол
1367,Kennst,Verb,Знаешь,глагол
1365,verstecken,Verb,Скрывать,глагол
1364,Respekt,Substantiv,Уважение,существительное
1362,dasselbe,Pronomen,Тот же,местоимение
1360,Gehirn,Substantiv,Мозг,существительное
1360,entschieden,Verb,Решенный,глагол
1359,zieht,Verb,Тянет,глагол
1359,liebst,Verb,Любишь,глагол
1357,dachten,Verb,Думали,глагол
1356,Witze,Substantiv,Шутки,существительное
1356,na,Partikel,Н/д,частица
1355,sorgen,Verb,Заботиться,глагол
1355,All,Artikel,Все,артикль
1353,Volk,Substantiv,Люди,существительное
1353,Rat,Substantiv,Совет,существительное
1351,lebe,Verb,Жить,глагол
1350,Präsidenten,Substantiv,Президенты,существительное
1349,Schuhe,Substantiv,Обувь,существительное
1349,Monster,Substantiv,Монстр,существительное
1349,dauern,Verb,Длиться,глагол
1347,Beweise,Substantiv,Доказательства,существительное
1345,Hälfte,Substantiv,Половина,существительное
1344,schauen,Verb,Смотреть,глагол
1344,Kirche,Substantiv,Церковь,существительное
1342,Eines,Pronomen,Один,местоимение
1342,E,Buchstabe,Э,буква
1341,Hintern,Substantiv,Задница,существительное
1339,Spur,Substantiv,След,существительное
1338,Lehrer,Substantiv,Учитель,существительное
1338,Hilf,Verb,Помогать,глагол
1336,Gold,Substantiv,Золото,существительное
1335,Denken,Substantiv,Мысли,существительное
1332,lieb,Adjektiv,Дорогой,прилагательное
1332,FBI,Eigenname,ФБР,имя собственное
1331,wunderbar,Adjektiv,Замечательный,прилагательное
1329,Güte,Substantiv,Доброта,существительное
1328,lasst,Verb,Позволять,глагол
1327,Jim,Eigenname,Джим,имя собственное
1327,geliebt,Verb,Любил,глагол
1327,fahre,Verb,Водить машину,глагол
1325,Loch,Substantiv,Дыра,существительное
1325,geschlagen,Verb,Избитый,глагол
1322,ganzes,Adjektiv,Весь,прилагательное
1321,wunderschön,Adjektiv,Красивый,прилагательное
1321,lachen,Verb,Смех,существительное
1321,Colonel,Substantiv,Полковник,существительное
1321,beweisen,Verb,Доказывать,глагол
1317,Zeig,Verb,Показывать,глагол
1317,Kleiner,Adjektiv,Меньший,прилагательное
1315,gegenüber,Präposition,Противоположный,предлог
1314,Bus,Substantiv,Автобус,существительное
1313,großes,Adjektiv,Большой,прилагательное
1311,Verstand,Substantiv,Разум,существительное
1308,trägt,Verb,Носит,глагол
1307,herausfinden,Verb,Выяснить,глагол
1307,gewartet,Verb,Ждал,глагол
1306,niemandem,Pronomen,Никому,местоимение
1305,Gegend,Substantiv,Область,существительное
1305,Bevor,Subjunktion,До,подчинительный союз
1304,schönen,Adjektiv,Красивый,прилагательное
1302,seltsam,Adjektiv,Странный,прилагательное
1302,bewegt,Verb,Взволнованный,глагол
1301,Kate,Eigenname,Кейт,имя собственное
1301,Haut,Substantiv,Кожа,существительное
1299,Fotos,Substantiv,Фотографии,существительное
1298,nah,Adverb,Близко,наречие
1298,Angriff,Substantiv,Атака,существительное
1297,Erzähl,Verb,Рассказывать,глагол
1296,interessant,Adjektiv,Интересный,прилагательное
1295,Schlaf,Substantiv,Сон,существительное
1294,Wind,Substantiv,Ветер,существительное
1294,Jesus,Eigenname,Иисус,имя собственное
1293,Messer,Substantiv,Нож,существительное
1293,lag,Verb,Лежал,глагол
1293,fürchte,Verb,Боюсь,глагол
1293,beginnt,Verb,Начинается,глагол
1292,Weiter,Adverb,Дальше,наречие
1292,überrascht,Verb,Удивлен,глагол
1291,to,Präposition,К,предлог
1290,Richard,Eigenname,Ричард,имя собственное
1288,Stell,Verb,Ставить,глагол
1287,gefangen,Verb,Пойманный,глагол
1285,bleib,Verb,Оставаться,глагол
1285,Bein,Substantiv,Нога,существительное
1284,Eier,Substantiv,Яйца,существительное
1283,singen,Verb,Петь,глагол
1283,seht,Verb,Видите,глагол
1282,Überraschung,Substantiv,Сюрприз,существительное
1282,Dorf,Substantiv,Деревня,существительное
1281,besorgen,Verb,Получать,глагол
1278,Glas,Substantiv,Стекло,существительное
1278,Fünf,Numeral,Пять,числительное
1278,Einfach,Adverb,Просто,наречие
1277,besuchen,Verb,Посещать,глагол
1276,geändert,Verb,Измененный,глагол
1275,beginnen,Verb,Начинать,глагол
1274,Henry,Eigenname,Генри,имя собственное
1274,echte,Adjektiv,Настоящий,прилагательное
1272,Pferd,Substantiv,Лошадь,существительное
1271,Held,Substantiv,Герой,существительное
1270,Taxi,Substantiv,Такси,существительное
1269,Freunden,Substantiv,Друзья,существительное
1268,mitnehmen,Verb,Взять с собой,глагол
1267,Gruppe,Substantiv,Группа,существительное
